#tail	head	weight	pathway_name	pathway_ID	edge_type	tail_symbol	head_symbol
P37023	P01137	1	TGF_beta_Receptor	7	physical	ACVRL1	TGFB1
Q9HCE7	P36897	1	TGF_beta_Receptor	7	Ubiquitination	SMURF1	TGFBR1
Q9HCE7	P37173	1	TGF_beta_Receptor	7	physical	SMURF1	TGFBR2
Q9HCE7	Q9H0M0	1	TGF_beta_Receptor	7	physical	SMURF1	WWP1
Q9HCE7	O14980	1	TGF_beta_Receptor	7	physical	SMURF1	XPO1
Q9HAU4	P12757	1	TGF_beta_Receptor	7	Ubiquitination	SMURF2	SKIL
Q9HAU4	P12757	1	TGF_beta_Receptor	7	physical	SMURF2	SKIL
Q9HAU4	Q15796	1	TGF_beta_Receptor	7	physical	SMURF2	SMAD2
Q9HAU4	O15105	1	TGF_beta_Receptor	7	physical	SMURF2	SMAD7
Q9HAU4	Q9HCE7	1	TGF_beta_Receptor	7	physical	SMURF2	SMURF1
Q9HAU4	P36897	1	TGF_beta_Receptor	7	physical	SMURF2	TGFBR1
Q9HAU4	P37173	1	TGF_beta_Receptor	7	physical	SMURF2	TGFBR2
Q9HAU4	Q9H0M0	1	TGF_beta_Receptor	7	physical	SMURF2	WWP1
Q8TAD8	Q92793	1	TGF_beta_Receptor	7	physical	SNIP1	CREBBP
Q8TAD8	Q09472	1	TGF_beta_Receptor	7	physical	SNIP1	EP300
Q8TAD8	Q15796	1	TGF_beta_Receptor	7	physical	SNIP1	SMAD2
Q8TAD8	Q13485	1	TGF_beta_Receptor	7	physical	SNIP1	SMAD4
Q13573	Q15796	1	TGF_beta_Receptor	7	physical	SNW1	SMAD2
Q13573	P84022	1	TGF_beta_Receptor	7	physical	SNW1	SMAD3
Q13596	Q9UNH7	1	TGF_beta_Receptor	7	physical	SNX1	SNX6
O60749	Q9UNH7	1	TGF_beta_Receptor	7	physical	SNX2	SNX6
O95219	Q9UNH7	1	TGF_beta_Receptor	7	physical	SNX4	SNX6
Q9UNH7	Q13596	1	TGF_beta_Receptor	7	physical	SNX6	SNX1
Q9UNH7	O60749	1	TGF_beta_Receptor	7	physical	SNX6	SNX2
Q9UNH7	O95219	1	TGF_beta_Receptor	7	physical	SNX6	SNX4
Q9UNH7	P36897	1	TGF_beta_Receptor	7	physical	SNX6	TGFBR1
Q9UNH7	P37173	1	TGF_beta_Receptor	7	physical	SNX6	TGFBR2
Q07889	P29353	1	TGF_beta_Receptor	7	physical	SOS1	SHC1
P48436	Q15796	1	TGF_beta_Receptor	7	physical	SOX9	SMAD2
P48436	P84022	1	TGF_beta_Receptor	7	physical	SOX9	SMAD3
P08047	P14921	1	TGF_beta_Receptor	7	physical	SP1	ETS1
P08047	Q15796	1	TGF_beta_Receptor	7	physical	SP1	SMAD2
P08047	P84022	1	TGF_beta_Receptor	7	physical	SP1	SMAD3
P08047	Q13485	1	TGF_beta_Receptor	7	physical	SP1	SMAD4
P09486	P37173	1	TGF_beta_Receptor	7	physical	SPARC	TGFBR2
Q01082	Q8NG27	1	TGF_beta_Receptor	7	physical	SPTBN1	PJA1
Q01082	P84022	1	TGF_beta_Receptor	7	physical	SPTBN1	SMAD3
Q01082	Q13485	1	TGF_beta_Receptor	7	physical	SPTBN1	SMAD4
P12931	P37173	1	TGF_beta_Receptor	7	Phosphorylation	SRC	TGFBR2
Q96FJ0	Q15796	1	TGF_beta_Receptor	7	physical	STAMBPL1	SMAD2
Q96FJ0	O15105	1	TGF_beta_Receptor	7	physical	STAMBPL1	SMAD7
Q15831	Q13485	1	TGF_beta_Receptor	7	physical	STK11	SMAD4
Q15831	Q8N1F8	1	TGF_beta_Receptor	7	physical	STK11	STK11IP
Q8N1F8	Q13485	1	TGF_beta_Receptor	7	physical	STK11IP	SMAD4
Q8N1F8	Q15831	1	TGF_beta_Receptor	7	physical	STK11IP	STK11
Q9Y3F4	Q01844	1	TGF_beta_Receptor	7	physical	STRAP	EWSR1
Q9Y3F4	P15531	1	TGF_beta_Receptor	7	physical	STRAP	NME1
Q9Y3F4	O15530	1	TGF_beta_Receptor	7	physical	STRAP	PDPK1
Q9Y3F4	Q15796	1	TGF_beta_Receptor	7	physical	STRAP	SMAD2
Q9Y3F4	P84022	1	TGF_beta_Receptor	7	physical	STRAP	SMAD3
Q9Y3F4	O43541	1	TGF_beta_Receptor	7	physical	STRAP	SMAD6
Q9Y3F4	O15105	1	TGF_beta_Receptor	7	physical	STRAP	SMAD7
Q9Y3F4	P36897	1	TGF_beta_Receptor	7	physical	STRAP	TGFBR1
Q9Y3F4	P37173	1	TGF_beta_Receptor	7	physical	STRAP	TGFBR2
P63165	Q13485	1	TGF_beta_Receptor	7	physical	SUMO1	SMAD4
Q15750	O43318	1	TGF_beta_Receptor	7	physical	TAB1	MAP3K7
P15884	O15105	1	TGF_beta_Receptor	7	physical	TCF4	SMAD7
Q14186	Q16254	1	TGF_beta_Receptor	7	physical	TFDP1	E2F4
Q14186	Q15329	1	TGF_beta_Receptor	7	physical	TFDP1	E2F5
Q14186	P28749	1	TGF_beta_Receptor	7	physical	TFDP1	RBL1
Q14186	Q08999	1	TGF_beta_Receptor	7	physical	TFDP1	RBL2
Q14186	P84022	1	TGF_beta_Receptor	7	physical	TFDP1	SMAD3
Q14186	Q13485	1	TGF_beta_Receptor	7	physical	TFDP1	SMAD4
Q14188	Q16254	1	TGF_beta_Receptor	7	physical	TFDP2	E2F4
P01137	P37023	1	TGF_beta_Receptor	7	physical	TGFB1	ACVRL1
P01137	P34741	1	TGF_beta_Receptor	7	physical	TGFB1	SDC2
P01137	P36897	1	TGF_beta_Receptor	7	physical	TGFB1	TGFBR1
P01137	P37173	1	TGF_beta_Receptor	7	physical	TGFB1	TGFBR2
P01137	Q03167	1	TGF_beta_Receptor	7	physical	TGFB1	TGFBR3
P61812	P36897	1	TGF_beta_Receptor	7	physical	TGFB2	TGFBR1
P61812	P37173	1	TGF_beta_Receptor	7	physical	TGFB2	TGFBR2
P61812	Q03167	1	TGF_beta_Receptor	7	physical	TGFB2	TGFBR3
P10600	P37173	1	TGF_beta_Receptor	7	physical	TGFB3	TGFBR2
P10600	Q03167	1	TGF_beta_Receptor	7	physical	TGFB3	TGFBR3
TGFBR	P56945	1	TGF_beta_Receptor	7	physical	TGFBR	BCAR1
P36897	P63010	1	TGF_beta_Receptor	7	physical	TGFBR1	AP2B1
P36897	O15169	1	TGF_beta_Receptor	7	physical	TGFBR1	AXIN1
P36897	Q03135	1	TGF_beta_Receptor	7	physical	TGFBR1	CAV1
P36897	P16070	1	TGF_beta_Receptor	7	physical	TGFBR1	CD44
P36897	P16070	1	TGF_beta_Receptor	7	Phosphorylation	TGFBR1	CD44
P36897	P98082	1	TGF_beta_Receptor	7	physical	TGFBR1	DAB2
P36897	Q13347	1	TGF_beta_Receptor	7	physical	TGFBR1	EIF3I
P36897	P17813	1	TGF_beta_Receptor	7	Phosphorylation	TGFBR1	ENG
P36897	P17813	1	TGF_beta_Receptor	7	physical	TGFBR1	ENG
P36897	P62942	1	TGF_beta_Receptor	7	physical	TGFBR1	FKBP1A
P36897	P49354	1	TGF_beta_Receptor	7	Phosphorylation	TGFBR1	FNTA
P36897	P49354	1	TGF_beta_Receptor	7	physical	TGFBR1	FNTA
P36897	Q9NPB6	1	TGF_beta_Receptor	7	physical	TGFBR1	PARD6A
P36897	P27986	1	TGF_beta_Receptor	7	physical	TGFBR1	PIK3R1
P36897	O00459	1	TGF_beta_Receptor	7	physical	TGFBR1	PIK3R2
P36897	P36873	1	TGF_beta_Receptor	7	physical	TGFBR1	PPP1CC
P36897	O75807	1	TGF_beta_Receptor	7	physical	TGFBR1	PPP1R15A
P36897	P30153	1	TGF_beta_Receptor	7	physical	TGFBR1	PPP2R1A
P36897	P63151	1	TGF_beta_Receptor	7	Phosphorylation	TGFBR1	PPP2R2A
P36897	P63151	1	TGF_beta_Receptor	7	physical	TGFBR1	PPP2R2A
P36897	P29353	1	TGF_beta_Receptor	7	physical	TGFBR1	SHC1
P36897	P29353	1	TGF_beta_Receptor	7	Phosphorylation	TGFBR1	SHC1
P36897	P57059	1	TGF_beta_Receptor	7	physical	TGFBR1	SIK1
P36897	Q15796	1	TGF_beta_Receptor	7	physical	TGFBR1	SMAD2
P36897	Q15796	1	TGF_beta_Receptor	7	Phosphorylation	TGFBR1	SMAD2
P36897	P84022	1	TGF_beta_Receptor	7	physical	TGFBR1	SMAD3
P36897	P84022	1	TGF_beta_Receptor	7	Phosphorylation	TGFBR1	SMAD3
P36897	O43541	1	TGF_beta_Receptor	7	physical	TGFBR1	SMAD6
P36897	O15105	1	TGF_beta_Receptor	7	physical	TGFBR1	SMAD7
P36897	Q9HCE7	1	TGF_beta_Receptor	7	physical	TGFBR1	SMURF1
P36897	Q9HAU4	1	TGF_beta_Receptor	7	physical	TGFBR1	SMURF2
P36897	Q9UNH7	1	TGF_beta_Receptor	7	physical	TGFBR1	SNX6
P36897	Q9Y3F4	1	TGF_beta_Receptor	7	physical	TGFBR1	STRAP
P36897	P01137	1	TGF_beta_Receptor	7	physical	TGFBR1	TGFB1
P36897	P61812	1	TGF_beta_Receptor	7	physical	TGFBR1	TGFB2
P36897	P37173	1	TGF_beta_Receptor	7	physical	TGFBR1	TGFBR2
P36897	Q03167	1	TGF_beta_Receptor	7	physical	TGFBR1	TGFBR3
P36897	Q9Y4K3	1	TGF_beta_Receptor	7	physical	TGFBR1	TRAF6
P36897	Q12931	1	TGF_beta_Receptor	7	physical	TGFBR1	TRAP1
P36897	Q96JC1	1	TGF_beta_Receptor	7	physical	TGFBR1	VPS39
P36897	Q9H0M0	1	TGF_beta_Receptor	7	physical	TGFBR1	WWP1
P36897	Q7Z3T8	1	TGF_beta_Receptor	7	physical	TGFBR1	ZFYVE16
P36897	O95405	1	TGF_beta_Receptor	7	physical	TGFBR1	ZFYVE9
P37173	P37023	1	TGF_beta_Receptor	7	physical	TGFBR2	ACVRL1
P37173	P63010	1	TGF_beta_Receptor	7	physical	TGFBR2	AP2B1
P37173	O95067	1	TGF_beta_Receptor	7	physical	TGFBR2	CCNB2
P37173	P06493	1	TGF_beta_Receptor	7	Phosphorylation	TGFBR2	CDK1
P37173	P35222	1	TGF_beta_Receptor	7	physical	TGFBR2	CTNNB1
P37173	P98082	1	TGF_beta_Receptor	7	physical	TGFBR2	DAB2
P37173	Q9UER7	1	TGF_beta_Receptor	7	physical	TGFBR2	DAXX
P37173	Q9NP97	1	TGF_beta_Receptor	7	physical	TGFBR2	DYNLRB1
P37173	Q8TF09	1	TGF_beta_Receptor	7	Phosphorylation	TGFBR2	DYNLRB2
P37173	Q8TF09	1	TGF_beta_Receptor	7	physical	TGFBR2	DYNLRB2
P37173	Q13347	1	TGF_beta_Receptor	7	physical	TGFBR2	EIF3I
P37173	Q13347	1	TGF_beta_Receptor	7	Phosphorylation	TGFBR2	EIF3I
P37173	P17813	1	TGF_beta_Receptor	7	Phosphorylation	TGFBR2	ENG
P37173	P17813	1	TGF_beta_Receptor	7	physical	TGFBR2	ENG
P37173	P05556	1	TGF_beta_Receptor	7	physical	TGFBR2	ITGB1
P37173	P05106	1	TGF_beta_Receptor	7	physical	TGFBR2	ITGB3
P37173	Q9NPB6	1	TGF_beta_Receptor	7	Phosphorylation	TGFBR2	PARD6A
P37173	P27986	1	TGF_beta_Receptor	7	physical	TGFBR2	PIK3R1
P37173	O00459	1	TGF_beta_Receptor	7	physical	TGFBR2	PIK3R2
P37173	P28340	1	TGF_beta_Receptor	7	physical	TGFBR2	POLD1
P37173	P30153	1	TGF_beta_Receptor	7	physical	TGFBR2	PPP2R1A
P37173	P29353	1	TGF_beta_Receptor	7	physical	TGFBR2	SHC1
P37173	Q15796	1	TGF_beta_Receptor	7	physical	TGFBR2	SMAD2
P37173	O15105	1	TGF_beta_Receptor	7	physical	TGFBR2	SMAD7
P37173	Q9HCE7	1	TGF_beta_Receptor	7	physical	TGFBR2	SMURF1
P37173	Q9HAU4	1	TGF_beta_Receptor	7	physical	TGFBR2	SMURF2
P37173	Q9UNH7	1	TGF_beta_Receptor	7	physical	TGFBR2	SNX6
P37173	P09486	1	TGF_beta_Receptor	7	physical	TGFBR2	SPARC
P37173	Q9Y3F4	1	TGF_beta_Receptor	7	physical	TGFBR2	STRAP
P37173	P01137	1	TGF_beta_Receptor	7	physical	TGFBR2	TGFB1
P37173	P61812	1	TGF_beta_Receptor	7	physical	TGFBR2	TGFB2
P37173	P10600	1	TGF_beta_Receptor	7	physical	TGFBR2	TGFB3
P37173	P36897	1	TGF_beta_Receptor	7	physical	TGFBR2	TGFBR1
P37173	P36897	1	TGF_beta_Receptor	7	Phosphorylation	TGFBR2	TGFBR1
P37173	Q03167	1	TGF_beta_Receptor	7	physical	TGFBR2	TGFBR3
P37173	Q03167	1	TGF_beta_Receptor	7	Phosphorylation	TGFBR2	TGFBR3
P37173	Q9Y4K3	1	TGF_beta_Receptor	7	physical	TGFBR2	TRAF6
P37173	Q12931	1	TGF_beta_Receptor	7	physical	TGFBR2	TRAP1
P37173	Q96JC1	1	TGF_beta_Receptor	7	physical	TGFBR2	VPS39
P37173	Q9H0M0	1	TGF_beta_Receptor	7	physical	TGFBR2	WWP1
P37173	O95405	1	TGF_beta_Receptor	7	physical	TGFBR2	ZFYVE9
Q03167	P32121	1	TGF_beta_Receptor	7	physical	TGFBR3	ARRB2
Q03167	O14908	1	TGF_beta_Receptor	7	physical	TGFBR3	GIPC1
Q03167	P34741	1	TGF_beta_Receptor	7	physical	TGFBR3	SDC2
Q03167	P01137	1	TGF_beta_Receptor	7	physical	TGFBR3	TGFB1
Q03167	P61812	1	TGF_beta_Receptor	7	physical	TGFBR3	TGFB2
Q03167	P10600	1	TGF_beta_Receptor	7	physical	TGFBR3	TGFB3
Q03167	P36897	1	TGF_beta_Receptor	7	physical	TGFBR3	TGFBR1
Q03167	P37173	1	TGF_beta_Receptor	7	physical	TGFBR3	TGFBR2
Q15583	O75593	1	TGF_beta_Receptor	7	physical	TGIF1	FOXH1
Q15583	Q13547	1	TGF_beta_Receptor	7	physical	TGIF1	HDAC1
Q15583	Q8IU81	1	TGF_beta_Receptor	7	physical	TGIF1	IRF2BP1
Q15583	P05412	1	TGF_beta_Receptor	7	physical	TGIF1	JUN
Q15583	P29590	1	TGF_beta_Receptor	7	physical	TGIF1	PML
Q15583	Q15796	1	TGF_beta_Receptor	7	physical	TGIF1	SMAD2
Q15583	Q13485	1	TGF_beta_Receptor	7	physical	TGIF1	SMAD4
P04637	Q15796	1	TGF_beta_Receptor	7	physical	TP53	SMAD2
P04637	P84022	1	TGF_beta_Receptor	7	physical	TP53	SMAD3
O15350	Q15796	1	TGF_beta_Receptor	7	physical	TP73	SMAD2
O15350	P84022	1	TGF_beta_Receptor	7	physical	TP73	SMAD3
Q9Y4K3	O43318	1	TGF_beta_Receptor	7	physical	TRAF6	MAP3K7
Q9Y4K3	P36897	1	TGF_beta_Receptor	7	physical	TRAF6	TGFBR1
Q9Y4K3	P37173	1	TGF_beta_Receptor	7	physical	TRAF6	TGFBR2
Q12931	Q13485	1	TGF_beta_Receptor	7	physical	TRAP1	SMAD4
Q12931	P36897	1	TGF_beta_Receptor	7	physical	TRAP1	TGFBR1
Q12931	P37173	1	TGF_beta_Receptor	7	physical	TRAP1	TGFBR2
Q9UPN9	Q15796	1	TGF_beta_Receptor	7	physical	TRIM33	SMAD2
Q9UPN9	P84022	1	TGF_beta_Receptor	7	physical	TRIM33	SMAD3
P51668	P12757	1	TGF_beta_Receptor	7	Ubiquitination	UBE2D1	SKIL
P62837	P12757	1	TGF_beta_Receptor	7	Ubiquitination	UBE2D2	SKIL
P62837	Q15796	1	TGF_beta_Receptor	7	Ubiquitination	UBE2D2	SMAD2
P61077	P12757	1	TGF_beta_Receptor	7	Ubiquitination	UBE2D3	SKIL
P61077	Q15796	1	TGF_beta_Receptor	7	Ubiquitination	UBE2D3	SMAD2
P63279	Q13485	1	TGF_beta_Receptor	7	physical	UBE2I	SMAD4
Q9Y5K5	O15105	1	TGF_beta_Receptor	7	physical	UCHL5	SMAD7
Q9Y5K5	P36897	1	TGF_beta_Receptor	7	Deubiquitination	UCHL5	TGFBR1
P11473	P84022	1	TGF_beta_Receptor	7	physical	VDR	SMAD3
Q96JC1	Q13485	1	TGF_beta_Receptor	7	physical	VPS39	SMAD4
Q96JC1	P36897	1	TGF_beta_Receptor	7	physical	VPS39	TGFBR1
Q96JC1	P37173	1	TGF_beta_Receptor	7	physical	VPS39	TGFBR2
Q9H0M0	P12757	1	TGF_beta_Receptor	7	physical	WWP1	SKIL
Q9H0M0	Q15796	1	TGF_beta_Receptor	7	physical	WWP1	SMAD2
Q9H0M0	O15105	1	TGF_beta_Receptor	7	physical	WWP1	SMAD7
Q9H0M0	Q9HCE7	1	TGF_beta_Receptor	7	physical	WWP1	SMURF1
Q9H0M0	Q9HAU4	1	TGF_beta_Receptor	7	physical	WWP1	SMURF2
Q9H0M0	P36897	1	TGF_beta_Receptor	7	physical	WWP1	TGFBR1
Q9H0M0	P37173	1	TGF_beta_Receptor	7	physical	WWP1	TGFBR2
Q9GZV5	Q96RN5	1	TGF_beta_Receptor	7	physical	WWTR1	MED15
Q9GZV5	Q15796	1	TGF_beta_Receptor	7	physical	WWTR1	SMAD2
Q9GZV5	P84022	1	TGF_beta_Receptor	7	physical	WWTR1	SMAD3
Q9GZV5	Q13485	1	TGF_beta_Receptor	7	physical	WWTR1	SMAD4
O14980	Q9HCE7	1	TGF_beta_Receptor	7	physical	XPO1	SMURF1
Q9C0E2	P84022	1	TGF_beta_Receptor	7	physical	XPO4	SMAD3
P46937	O15105	1	TGF_beta_Receptor	7	physical	YAP1	SMAD7
P37275	Q15796	1	TGF_beta_Receptor	7	physical	ZEB1	SMAD2
P37275	P84022	1	TGF_beta_Receptor	7	physical	ZEB1	SMAD3
O60315	Q15796	1	TGF_beta_Receptor	7	physical	ZEB2	SMAD2
O60315	P84022	1	TGF_beta_Receptor	7	physical	ZEB2	SMAD3
Q7Z3T8	Q13485	1	TGF_beta_Receptor	7	physical	ZFYVE16	SMAD4
Q7Z3T8	P36897	1	TGF_beta_Receptor	7	physical	ZFYVE16	TGFBR1
O95405	O14964	1	TGF_beta_Receptor	7	physical	ZFYVE9	HGS
O95405	P29590	1	TGF_beta_Receptor	7	physical	ZFYVE9	PML
O95405	Q15796	1	TGF_beta_Receptor	7	physical	ZFYVE9	SMAD2
O95405	P84022	1	TGF_beta_Receptor	7	physical	ZFYVE9	SMAD3
O95405	P36897	1	TGF_beta_Receptor	7	physical	ZFYVE9	TGFBR1
O95405	P37173	1	TGF_beta_Receptor	7	physical	ZFYVE9	TGFBR2
