#tail	head	weight	pathway_name	pathway_ID	edge_type	tail_symbol	head_symbol
O96019	Q01201	1	TNFalpha	9	physical	ACTL6A	RELB
P19438	O75530	1	TNFalpha	9	physical	TNFRSF1A	EED
P19438	Q13158	1	TNFalpha	9	physical	TNFRSF1A	FADD
P19438	Q9BXW9	1	TNFalpha	9	physical	TNFRSF1A	FANCD2
P19438	Q9UKB1	1	TNFalpha	9	physical	TNFRSF1A	FBXW11
P19438	P16278	1	TNFalpha	9	physical	TNFRSF1A	GLB1
P19438	P63244	1	TNFalpha	9	physical	TNFRSF1A	GNB2L1
P19438	P62993	1	TNFalpha	9	physical	TNFRSF1A	GRB2
P19438	P07900	1	TNFalpha	9	physical	TNFRSF1A	HSP90AA1
P19438	O14920	1	TNFalpha	9	physical	TNFRSF1A	IKBKB
P19438	Q9Y6K9	1	TNFalpha	9	physical	TNFRSF1A	IKBKG
P19438	Q8WXG6	1	TNFalpha	9	physical	TNFRSF1A	MADD
P19438	Q92636	1	TNFalpha	9	physical	TNFRSF1A	NSMAF
P19438	Q6GQQ9	1	TNFalpha	9	physical	TNFRSF1A	OTUD7B
P19438	Q13200	1	TNFalpha	9	physical	TNFRSF1A	PSMD2
P19438	Q05397	1	TNFalpha	9	physical	TNFRSF1A	PTK2
P19438	Q14644	1	TNFalpha	9	physical	TNFRSF1A	RASA3
P19438	Q969G6	1	TNFalpha	9	physical	TNFRSF1A	RFK
P19438	Q13546	1	TNFalpha	9	physical	TNFRSF1A	RIPK1
P19438	Q9NY59	1	TNFalpha	9	physical	TNFRSF1A	SMPD3
P19438	Q07889	1	TNFalpha	9	physical	TNFRSF1A	SOS1
P19438	Q07890	1	TNFalpha	9	physical	TNFRSF1A	SOS2
P19438	P43405	1	TNFalpha	9	physical	TNFRSF1A	SYK
P19438	Q9UHD2	1	TNFalpha	9	physical	TNFRSF1A	TBK1
P19438	P01375	1	TNFalpha	9	physical	TNFRSF1A	TNF
P19438	P21580	1	TNFalpha	9	physical	TNFRSF1A	TNFAIP3
P19438	P20333	1	TNFalpha	9	physical	TNFRSF1A	TNFRSF1B
P19438	Q15628	1	TNFalpha	9	physical	TNFRSF1A	TRADD
P19438	Q12933	1	TNFalpha	9	physical	TNFRSF1A	TRAF2
P19438	Q12931	1	TNFalpha	9	physical	TNFRSF1A	TRAP1
P19438	P63279	1	TNFalpha	9	physical	TNFRSF1A	UBE2I
P20333	Q9Y297	1	TNFalpha	9	physical	TNFRSF1B	BTRC
P20333	Q9BXW9	1	TNFalpha	9	physical	TNFRSF1B	FANCD2
P20333	Q9UKB1	1	TNFalpha	9	physical	TNFRSF1B	FBXW11
P20333	Q13200	1	TNFalpha	9	physical	TNFRSF1B	PSMD2
P20333	Q14644	1	TNFalpha	9	physical	TNFRSF1B	RASA3
P20333	P42224	1	TNFalpha	9	physical	TNFRSF1B	STAT1
P20333	P43405	1	TNFalpha	9	physical	TNFRSF1B	SYK
P20333	Q9UHD2	1	TNFalpha	9	physical	TNFRSF1B	TBK1
P20333	P01375	1	TNFalpha	9	physical	TNFRSF1B	TNF
P20333	P19438	1	TNFalpha	9	physical	TNFRSF1B	TNFRSF1A
P20333	Q15628	1	TNFalpha	9	physical	TNFRSF1B	TRADD
P20333	Q12933	1	TNFalpha	9	physical	TNFRSF1B	TRAF2
P28908	Q12933	1	TNFalpha	9	physical	TNFRSF8	TRAF2
Q8NFZ5	P41279	1	TNFalpha	9	physical	TNIP2	MAP3K8
Q8NFZ5	P19838	1	TNFalpha	9	physical	TNIP2	NFKB1
Q8NFZ5	Q00653	1	TNFalpha	9	physical	TNIP2	NFKB2
Q8NFZ5	Q04864	1	TNFalpha	9	physical	TNIP2	REL
Q8NFZ5	Q04206	1	TNFalpha	9	physical	TNIP2	RELA
Q8NFZ5	P21580	1	TNFalpha	9	physical	TNIP2	TNFAIP3
Q15628	Q13490	1	TNFalpha	9	physical	TRADD	BIRC2
Q15628	Q9Y297	1	TNFalpha	9	physical	TRADD	BTRC
Q15628	Q92851	1	TNFalpha	9	physical	TRADD	CASP10
Q15628	Q14790	1	TNFalpha	9	physical	TRADD	CASP8
Q15628	Q03135	1	TNFalpha	9	physical	TRADD	CAV1
Q15628	O15519	1	TNFalpha	9	physical	TRADD	CFLAR
Q15628	Q13158	1	TNFalpha	9	physical	TRADD	FADD
Q15628	Q9UKB1	1	TNFalpha	9	physical	TRADD	FBXW11
Q15628	O14920	1	TNFalpha	9	physical	TRADD	IKBKB
Q15628	Q13200	1	TNFalpha	9	physical	TRADD	PSMD2
Q15628	Q14644	1	TNFalpha	9	physical	TRADD	RASA3
Q15628	Q13546	1	TNFalpha	9	physical	TRADD	RIPK1
Q15628	P60602	1	TNFalpha	9	physical	TRADD	ROMO1
Q15628	P42224	1	TNFalpha	9	physical	TRADD	STAT1
Q15628	Q9UHD2	1	TNFalpha	9	physical	TRADD	TBK1
Q15628	P01375	1	TNFalpha	9	physical	TRADD	TNF
Q15628	P19438	1	TNFalpha	9	physical	TRADD	TNFRSF1A
Q15628	P20333	1	TNFalpha	9	physical	TRADD	TNFRSF1B
Q15628	Q13077	1	TNFalpha	9	physical	TRADD	TRAF1
Q15628	Q12933	1	TNFalpha	9	physical	TRADD	TRAF2
Q13077	Q13490	1	TNFalpha	9	physical	TRAF1	BIRC2
Q13077	Q92851	1	TNFalpha	9	physical	TRAF1	CASP10
Q13077	Q14790	1	TNFalpha	9	physical	TRAF1	CASP8
Q13077	O15519	1	TNFalpha	9	physical	TRAF1	CFLAR
Q13077	O15111	1	TNFalpha	9	physical	TRAF1	CHUK
Q13077	Q13158	1	TNFalpha	9	physical	TRAF1	FADD
Q13077	O14920	1	TNFalpha	9	physical	TRAF1	IKBKB
Q13077	Q9Y6K9	1	TNFalpha	9	physical	TRAF1	IKBKG
Q13077	Q13546	1	TNFalpha	9	physical	TRAF1	RIPK1
Q13077	P21580	1	TNFalpha	9	physical	TRAF1	TNFAIP3
Q13077	Q15628	1	TNFalpha	9	physical	TRAF1	TRADD
Q13077	Q12933	1	TNFalpha	9	physical	TRAF1	TRAF2
Q12933	Q13490	1	TNFalpha	9	physical	TRAF2	BIRC2
Q12933	Q9Y297	1	TNFalpha	9	physical	TRAF2	BTRC
Q12933	Q92851	1	TNFalpha	9	physical	TRAF2	CASP10
Q12933	Q14790	1	TNFalpha	9	physical	TRAF2	CASP8
Q12933	Q03135	1	TNFalpha	9	physical	TRAF2	CAV1
Q12933	O15519	1	TNFalpha	9	physical	TRAF2	CFLAR
Q12933	O15111	1	TNFalpha	9	physical	TRAF2	CHUK
Q12933	Q92905	1	TNFalpha	9	physical	TRAF2	COPS5
Q12933	Q13158	1	TNFalpha	9	physical	TRAF2	FADD
Q12933	Q9UKB1	1	TNFalpha	9	physical	TRAF2	FBXW11
Q12933	P21333	1	TNFalpha	9	physical	TRAF2	FLNA
Q12933	O14920	1	TNFalpha	9	physical	TRAF2	IKBKB
Q12933	Q13233	1	TNFalpha	9	physical	TRAF2	MAP3K1
Q12933	Q16584	1	TNFalpha	9	physical	TRAF2	MAP3K11
Q12933	Q99558	1	TNFalpha	9	physical	TRAF2	MAP3K14
Q12933	Q99683	1	TNFalpha	9	physical	TRAF2	MAP3K5
Q12933	O43318	1	TNFalpha	9	physical	TRAF2	MAP3K7
Q12933	Q12851	1	TNFalpha	9	physical	TRAF2	MAP4K2
Q12933	Q9GZU2	1	TNFalpha	9	physical	TRAF2	PEG3
Q12933	Q16512	1	TNFalpha	9	physical	TRAF2	PKN1
Q12933	Q13200	1	TNFalpha	9	physical	TRAF2	PSMD2
Q12933	Q05397	1	TNFalpha	9	physical	TRAF2	PTK2
Q12933	Q14644	1	TNFalpha	9	physical	TRAF2	RASA3
Q12933	Q13546	1	TNFalpha	9	Ubiquitination	TRAF2	RIPK1
Q12933	Q13546	1	TNFalpha	9	physical	TRAF2	RIPK1
Q12933	P60602	1	TNFalpha	9	physical	TRAF2	ROMO1
Q12933	Q15750	1	TNFalpha	9	physical	TRAF2	TAB1
Q12933	Q9NYJ8	1	TNFalpha	9	physical	TRAF2	TAB2
Q12933	Q8N5C8	1	TNFalpha	9	physical	TRAF2	TAB3
Q12933	Q92844	1	TNFalpha	9	physical	TRAF2	TANK
Q12933	Q9UHD2	1	TNFalpha	9	physical	TRAF2	TBK1
Q12933	Q96CG3	1	TNFalpha	9	physical	TRAF2	TIFA
Q12933	P01375	1	TNFalpha	9	physical	TRAF2	TNF
Q12933	P21580	1	TNFalpha	9	physical	TRAF2	TNFAIP3
Q12933	P19438	1	TNFalpha	9	physical	TRAF2	TNFRSF1A
Q12933	P20333	1	TNFalpha	9	physical	TRAF2	TNFRSF1B
Q12933	P28908	1	TNFalpha	9	physical	TRAF2	TNFRSF8
Q12933	Q15628	1	TNFalpha	9	physical	TRAF2	TRADD
Q12933	Q13077	1	TNFalpha	9	physical	TRAF2	TRAF1
Q12933	Q8TEL6	1	TNFalpha	9	physical	TRAF2	TRPC4AP
Q13114	P05186	1	TNFalpha	9	physical	TRAF3	ALPL
Q13114	Q99558	1	TNFalpha	9	physical	TRAF3	MAP3K14
Q13114	Q92844	1	TNFalpha	9	physical	TRAF3	TANK
Q9BUZ4	P23443	1	TNFalpha	9	physical	TRAF4	RPS6KB1
O00463	Q99558	1	TNFalpha	9	physical	TRAF5	MAP3K14
Q9Y4K3	P51787	1	TNFalpha	9	physical	TRAF6	KCNQ1
Q9Y4K3	Q99558	1	TNFalpha	9	physical	TRAF6	MAP3K14
Q9Y4K3	P49116	1	TNFalpha	9	physical	TRAF6	NR2C2
Q9Y4K3	P28074	1	TNFalpha	9	physical	TRAF6	PSMB5
Q9Y4K3	P62191	1	TNFalpha	9	physical	TRAF6	PSMC1
Q9Y4K3	P35998	1	TNFalpha	9	physical	TRAF6	PSMC2
Q9Y4K3	P17980	1	TNFalpha	9	physical	TRAF6	PSMC3
Q9Y4K3	Q99460	1	TNFalpha	9	physical	TRAF6	PSMD1
Q9Y4K3	O00232	1	TNFalpha	9	physical	TRAF6	PSMD12
Q9Y4K3	Q9UNM6	1	TNFalpha	9	physical	TRAF6	PSMD13
Q9Y4K3	O43242	1	TNFalpha	9	physical	TRAF6	PSMD3
Q9Y4K3	Q15008	1	TNFalpha	9	physical	TRAF6	PSMD6
Q9Y4K3	P51665	1	TNFalpha	9	physical	TRAF6	PSMD7
Q9Y4K3	Q9NYJ8	1	TNFalpha	9	physical	TRAF6	TAB2
Q9Y4K3	Q8N5C8	1	TNFalpha	9	physical	TRAF6	TAB3
Q9Y4K3	Q9Y6Q6	1	TNFalpha	9	physical	TRAF6	TNFRSF11A
Q9Y4K3	O76080	1	TNFalpha	9	physical	TRAF6	ZFAND5
Q6Q0C0	Q99759	1	TNFalpha	9	physical	TRAF7	MAP3K3
Q12931	P19438	1	TNFalpha	9	physical	TRAP1	TNFRSF1A
Q96Q05	Q9Y6K9	1	TNFalpha	9	physical	TRAPPC9	IKBKG
Q96RU7	Q04206	1	TNFalpha	9	physical	TRIB3	RELA
Q13049	P98170	1	TNFalpha	9	physical	TRIM32	XIAP
Q13049	P98170	1	TNFalpha	9	Ubiquitination	TRIM32	XIAP
Q8TEL6	Q12933	1	TNFalpha	9	physical	TRPC4AP	TRAF2
P40222	Q9Y6K9	1	TNFalpha	9	physical	TXLNA	IKBKG
P10599	Q9H3M7	1	TNFalpha	9	physical	TXN	TXNIP
Q9H3M7	P10599	1	TNFalpha	9	physical	TXNIP	TXN
P62837	P25963	1	TNFalpha	9	Ubiquitination	UBE2D2	NFKBIA
P61077	P19838	1	TNFalpha	9	Ubiquitination	UBE2D3	NFKB1
P61077	P25963	1	TNFalpha	9	Ubiquitination	UBE2D3	NFKBIA
P63279	Q13233	1	TNFalpha	9	physical	UBE2I	MAP3K1
P63279	P19438	1	TNFalpha	9	physical	UBE2I	TNFRSF1A
Q8IV45	Q04206	1	TNFalpha	9	physical	UNC5CL	RELA
P51784	Q01201	1	TNFalpha	9	physical	USP11	RELB
O75604	Q00653	1	TNFalpha	9	physical	USP2	NFKB2
P98170	Q13049	1	TNFalpha	9	physical	XIAP	TRIM32
P31946	Q99759	1	TNFalpha	9	physical	YWHAB	MAP3K3
P62258	Q99759	1	TNFalpha	9	physical	YWHAE	MAP3K3
P61981	Q99759	1	TNFalpha	9	physical	YWHAG	MAP3K3
Q04917	Q99759	1	TNFalpha	9	physical	YWHAH	MAP3K3
P27348	Q99759	1	TNFalpha	9	physical	YWHAQ	MAP3K3
P27348	P25963	1	TNFalpha	9	physical	YWHAQ	NFKBIA
P27348	Q04206	1	TNFalpha	9	physical	YWHAQ	RELA
P63104	Q99759	1	TNFalpha	9	physical	YWHAZ	MAP3K3
O76080	Q9Y6K9	1	TNFalpha	9	physical	ZFAND5	IKBKG
O76080	Q13546	1	TNFalpha	9	physical	ZFAND5	RIPK1
O76080	P21580	1	TNFalpha	9	physical	ZFAND5	TNFAIP3
O76080	Q9Y4K3	1	TNFalpha	9	physical	ZFAND5	TRAF6
